Exchange,24h Volume,24h Volume (Normalized),date,,,,,,
OKX  Centralized,1363512911,848870211.5,2023-01-27,NaN,NaN,,,,
KuCoin  Centralized,726394428.3,726394428.3,2023-01-27,NaN,NaN,,,,
Kraken  Centralized,577211158,544647071.1,2023-01-27,NaN,NaN,,,,
Crypto.com Exchange  Centralized,427669834.4,427669834.4,2023-01-27,NaN,NaN,,,,
Bybit  Centralized,358494329.3,358494329.3,2023-01-27,NaN,NaN,,,,
Huobi  Centralized,323853807.3,323853807.3,2023-01-27,NaN,NaN,,,,
Binance US  Centralized,297098472.9,255045741.9,2023-01-27,NaN,NaN,,,,
Bitfinex  Centralized,99964892.56,99964892.56,2023-01-27,NaN,NaN,,,,
Binance  Centralized,18174397356,7824277253,2023-01-27,NaN,NaN,,,,
MEXC Global  Centralized,1483999712,1135754776,2023-01-27,NaN,NaN,,,,
BingX  Centralized,610876419.4,610876419.4,2023-01-27,NaN,NaN,,,,
Bitget  Centralized,584069116.9,584069116.9,2023-01-27,NaN,NaN,,,,
Gate.io  Centralized,451728092.6,451728092.6,2023-01-27,NaN,NaN,,,,
Phemex  Centralized,135492077.4,135492077.4,2023-01-27,NaN,NaN,,,,
LBank  Centralized,1291442760,1291442760,2023-01-27,NaN,NaN,,,,
XT.COM  Centralized,650276029.7,650276029.7,2023-01-27,NaN,NaN,,,,
Upbit  Centralized,3793176299,608021607.5,2023-01-27,NaN,NaN,,,,
BigONE  Centralized,499258079.1,315045556.3,2023-01-27,NaN,NaN,,,,
Bitstamp  Centralized,137502350.4,137502350.4,2023-01-27,NaN,NaN,,,,
Coinstore  Centralized,140389213.2,132710066.6,2023-01-27,NaN,NaN,,,,
BtcTurk PRO  Centralized,181501481.7,108695077,2023-01-27,NaN,NaN,,,,
LATOKEN  Centralized,101366200,101366200,2023-01-27,NaN,NaN,,,,
EXMO  Centralized,89837521.51,89837521.51,2023-01-27,NaN,NaN,,,,
Bitkub  Centralized,46149512.09,46149512.09,2023-01-27,NaN,NaN,,,,
Bitso  Centralized,28934103.08,28934103.08,2023-01-27,NaN,NaN,,,,
Bitbank  Centralized,24906460.18,24906460.18,2023-01-27,NaN,NaN,,,,
Gemini  Centralized,21461455.33,21461455.33,2023-01-27,NaN,NaN,,,,
Max Maicoin  Centralized,16040288.74,16040288.74,2023-01-27,NaN,NaN,,,,
Bittrex  Centralized,14184775.42,14184775.42,2023-01-27,NaN,NaN,,,,
_BitMart  Centralized,919127431.7,809333698.5,2023-01-27,NaN,NaN,,,,
Coinbase Exchange  Centralized,1569429457,1569429457,2023-01-28,Bitcoin BTC,17091.11,,,,
OKX  Centralized,1268295962,727570839.1,2023-01-28,NaN,NaN,,,,
KuCoin  Centralized,759956983.1,685145878.9,2023-01-28,NaN,NaN,,,,
Kraken  Centralized,480143288.5,466819417.1,2023-01-28,NaN,NaN,,,,
Crypto.com Exchange  Centralized,388558431.1,388558431.1,2023-01-28,NaN,NaN,,,,
Bybit  Centralized,341881493.9,341881493.9,2023-01-28,NaN,NaN,,,,
Huobi  Centralized,341667999.7,341667999.7,2023-01-28,NaN,NaN,,,,
Binance US  Centralized,306954080.8,218601019.8,2023-01-28,NaN,NaN,,,,
Bitfinex  Centralized,142198810.3,142198810.3,2023-01-28,NaN,NaN,,,,
Binance  Centralized,16556762034,6706225148,2023-01-28,NaN,NaN,,,,
MEXC Global  Centralized,1375462448,973460772.8,2023-01-28,NaN,NaN,,,,
BingX  Centralized,561793781,561793781,2023-01-28,NaN,NaN,,,,
Upbit  Centralized,2601193645,521138067.5,2023-01-28,NaN,NaN,,,,
Bitget  Centralized,471181125.5,471181125.5,2023-01-28,NaN,NaN,,,,
Gate.io  Centralized,450109482.7,450109482.7,2023-01-28,NaN,NaN,,,,
Phemex  Centralized,181267780.3,168170258.6,2023-01-28,NaN,NaN,,,,
LBank  Centralized,1289106591,1149326003,2023-01-28,NaN,NaN,,,,
XT.COM  Centralized,617407858.7,617407858.7,2023-01-28,NaN,NaN,,,,
BigONE  Centralized,470724753.1,270026939.3,2023-01-28,NaN,NaN,,,,
Coinstore  Centralized,137870388.6,113746468.2,2023-01-28,NaN,NaN,,,,
Bitstamp  Centralized,91909460.28,91909460.28,2023-01-28,NaN,NaN,,,,
LATOKEN  Centralized,91624112.72,91624112.72,2023-01-28,NaN,NaN,,,,
EXMO  Centralized,90169368.19,90169368.19,2023-01-28,NaN,NaN,,,,
Bitkub  Centralized,68686806.5,68686806.5,2023-01-28,NaN,NaN,,,,
Bitso  Centralized,31479597.34,31479597.34,2023-01-28,NaN,NaN,,,,
Gemini  Centralized,23581691.25,23581691.25,2023-01-28,NaN,NaN,,,,
Bitbank  Centralized,21075545.43,21075545.43,2023-01-28,NaN,NaN,,,,
Max Maicoin  Centralized,13487779.75,13487779.75,2023-01-28,NaN,NaN,,,,
Bittrex  Centralized,11129472.89,11129472.89,2023-01-28,NaN,NaN,,,,
Okcoin  Centralized,8089362.137,8089362.137,2023-01-28,NaN,NaN,,,,
_BitMart  Centralized,867899624.3,693683808.3,2023-01-28,NaN,NaN,,,,
Coinbase Exchange  Centralized,1147651466,1147651466,2023-01-29,Bitcoin BTC,17091.11,,,,
OKX  Centralized,1180363681,596635055.8,2023-01-29,NaN,NaN,,,,
KuCoin  Centralized,655684474.2,561845025.9,2023-01-29,NaN,NaN,,,,
Crypto.com Exchange  Centralized,348927310.7,348927310.7,2023-01-29,NaN,NaN,,,,
Huobi  Centralized,339150439.6,339150439.6,2023-01-29,NaN,NaN,,,,
Bybit  Centralized,291035165.2,291035165.2,2023-01-29,NaN,NaN,,,,
Kraken  Centralized,264124154.3,264124154.3,2023-01-29,NaN,NaN,,,,
Binance US  Centralized,227600924,179260931.8,2023-01-29,NaN,NaN,,,,
Bitfinex  Centralized,152689117.5,152689117.5,2023-01-29,NaN,NaN,,,,
Binance  Centralized,14754875548,5499354090,2023-01-29,NaN,NaN,,,,
Bitget  Centralized,473049949.5,473049949.5,2023-01-29,NaN,NaN,,,,
BingX  Centralized,442158560.6,442158560.6,2023-01-29,NaN,NaN,,,,
Upbit  Centralized,1656368645,427352628.7,2023-01-29,NaN,NaN,,,,
Gate.io  Centralized,363400877.1,363400877.1,2023-01-29,NaN,NaN,,,,
Phemex  Centralized,210020646.4,137905798.7,2023-01-29,NaN,NaN,,,,
LBank  Centralized,1285871257,942490046.1,2023-01-29,NaN,NaN,,,,
MEXC Global  Centralized,1460615456,798274012.7,2023-01-29,NaN,NaN,,,,
XT.COM  Centralized,594265626.2,594265626.2,2023-01-29,NaN,NaN,,,,
EXMO  Centralized,91076880.33,91076880.33,2023-01-29,NaN,NaN,,,,
LATOKEN  Centralized,82327963.38,82327963.38,2023-01-29,NaN,NaN,,,,
Bitstamp  Centralized,71242358.68,71242358.68,2023-01-29,NaN,NaN,,,,
Bitkub  Centralized,38739550.38,38739550.38,2023-01-29,NaN,NaN,,,,
Bitbank  Centralized,23834214.99,23834214.99,2023-01-29,NaN,NaN,,,,
Gemini  Centralized,13711080.67,13711080.67,2023-01-29,NaN,NaN,,,,
Max Maicoin  Centralized,13684463.15,13684463.15,2023-01-29,NaN,NaN,,,,
Bittrex  Centralized,9919145.252,9919145.252,2023-01-29,NaN,NaN,,,,
Bitso  Centralized,9765329.012,9765329.012,2023-01-29,NaN,NaN,,,,
Indodax  Centralized,6208946.799,6208946.799,2023-01-29,NaN,NaN,,,,
Okcoin  Centralized,6076330.347,6076330.347,2023-01-29,NaN,NaN,,,,
BitMEX  Centralized,475346.3576,475346.3576,2023-01-29,NaN,NaN,,,,
_BitMart  Centralized,688046186.1,568846609.3,2023-01-29,NaN,NaN,,,,
Coinbase Exchange  Centralized,1911873557,1911873557,2023-01-30,Bitcoin BTC,17091.11,,,,
OKX  Centralized,1636500234,937470758.1,2023-01-30,NaN,NaN,,,,
KuCoin  Centralized,797434218.1,797434218.1,2023-01-30,NaN,NaN,,,,
Crypto.com Exchange  Centralized,536312866.4,536312866.4,2023-01-30,NaN,NaN,,,,
Kraken  Centralized,512360369.4,512360369.4,2023-01-30,NaN,NaN,,,,
Bybit  Centralized,404657528.8,404657528.8,2023-01-30,NaN,NaN,,,,
Huobi  Centralized,335422744.2,335422744.2,2023-01-30,NaN,NaN,,,,
Binance US  Centralized,350771340.9,281666155.3,2023-01-30,NaN,NaN,,,,
Bitfinex  Centralized,225307420.3,225307420.3,2023-01-30,NaN,NaN,,,,
Binance  Centralized,20472540945,8640932384,2023-01-30,NaN,NaN,,,,
MEXC Global  Centralized,1190499444,1190499444,2023-01-30,NaN,NaN,,,,
BingX  Centralized,719213204.3,719213204.3,2023-01-30,NaN,NaN,,,,
Upbit  Centralized,2457487294,671483550.1,2023-01-30,NaN,NaN,,,,
Bitget  Centralized,497243018,497243018,2023-01-30,NaN,NaN,,,,
Gate.io  Centralized,485229576.2,485229576.2,2023-01-30,NaN,NaN,,,,
Phemex  Centralized,214980383.5,214980383.5,2023-01-30,NaN,NaN,,,,
LBank  Centralized,1312944469,1312944469,2023-01-30,NaN,NaN,,,,
XT.COM  Centralized,726627611.4,726627611.4,2023-01-30,NaN,NaN,,,,
BigONE  Centralized,583931171.6,347928246.7,2023-01-30,NaN,NaN,,,,
Bitstamp  Centralized,172790454.7,172790454.7,2023-01-30,NaN,NaN,,,,
Coinstore  Centralized,152464421.7,146561772.7,2023-01-30,NaN,NaN,,,,
LATOKEN  Centralized,121712246.8,121712246.8,2023-01-30,NaN,NaN,,,,
BtcTurk PRO  Centralized,209196476,120040164.6,2023-01-30,NaN,NaN,,,,
EXMO  Centralized,91952509.75,91952509.75,2023-01-30,NaN,NaN,,,,
Bitkub  Centralized,55956770,55956770,2023-01-30,NaN,NaN,,,,
Bitbank  Centralized,35862444.44,35862444.44,2023-01-30,NaN,NaN,,,,
Gemini  Centralized,25363301.99,25363301.99,2023-01-30,NaN,NaN,,,,
Max Maicoin  Centralized,22687924.22,22687924.22,2023-01-30,NaN,NaN,,,,
Bitso  Centralized,17749067.37,17749067.37,2023-01-30,NaN,NaN,,,,
Bittrex  Centralized,13641631.33,13641631.33,2023-01-30,NaN,NaN,,,,
_BitMart  Centralized,945924499,893807419.4,2023-01-30,NaN,NaN,,,,
Coinbase Exchange  Centralized,1932131470,1932131470,2023-01-31,Bitcoin BTC,17091.11,,,,
OKX  Centralized,1456799895,898929055.6,2023-01-31,NaN,NaN,,,,
KuCoin  Centralized,726171260.3,726171260.3,2023-01-31,NaN,NaN,,,,
Kraken  Centralized,620572976.9,576765383.7,2023-01-31,NaN,NaN,,,,
Bybit  Centralized,393694994.8,393694994.8,2023-01-31,NaN,NaN,,,,
Crypto.com Exchange  Centralized,360410790.4,360410790.4,2023-01-31,NaN,NaN,,,,
Huobi  Centralized,319800873.7,319800873.7,2023-01-31,NaN,NaN,,,,
Binance US  Centralized,306171829.3,270086169.6,2023-01-31,NaN,NaN,,,,
Bitfinex  Centralized,139946150.5,139946150.5,2023-01-31,NaN,NaN,,,,
Binance  Centralized,17572284066,8285682923,2023-01-31,NaN,NaN,,,,
MEXC Global  Centralized,1263845191,1202731398,2023-01-31,NaN,NaN,,,,
Upbit  Centralized,1987568090,643877155.3,2023-01-31,NaN,NaN,,,,
BingX  Centralized,585247010.5,585247010.5,2023-01-31,NaN,NaN,,,,
Bitget  Centralized,522673102.9,522673102.9,2023-01-31,NaN,NaN,,,,
Gate.io  Centralized,443172381.2,443172381.2,2023-01-31,NaN,NaN,,,,
Phemex  Centralized,204116013.5,204116013.5,2023-01-31,NaN,NaN,,,,
LBank  Centralized,1317073765,1317073765,2023-01-31,NaN,NaN,,,,
XT.COM  Centralized,688033690.8,688033690.8,2023-01-31,NaN,NaN,,,,
BigONE  Centralized,511448831.3,331849645.5,2023-01-31,NaN,NaN,,,,
Bitstamp  Centralized,155481577.6,155481577.6,2023-01-31,NaN,NaN,,,,
Coinstore  Centralized,145493479.5,139788861.3,2023-01-31,NaN,NaN,,,,
BtcTurk PRO  Centralized,194009372,115105057.9,2023-01-31,NaN,NaN,,,,
LATOKEN  Centralized,104850582.9,104850582.9,2023-01-31,NaN,NaN,,,,
EXMO  Centralized,92872844.97,92872844.97,2023-01-31,NaN,NaN,,,,
Bitkub  Centralized,50993313.49,50993313.49,2023-01-31,NaN,NaN,,,,
Bitso  Centralized,31265505.24,31265505.24,2023-01-31,NaN,NaN,,,,
Gemini  Centralized,28854736.12,28854736.12,2023-01-31,NaN,NaN,,,,
Bitbank  Centralized,26190274.66,26190274.66,2023-01-31,NaN,NaN,,,,
Bittrex  Centralized,18862256.11,18862256.11,2023-01-31,NaN,NaN,,,,
Max Maicoin  Centralized,17010763.29,17010763.29,2023-01-31,NaN,NaN,,,,
_BitMart  Centralized,859009643.4,857061055.6,2023-01-31,NaN,NaN,,,,
Coinbase Exchange  Centralized,1493115193,1493115193,2023-02-01,Bitcoin BTC,17091.11,,,,
OKX  Centralized,1282885121,752930725.3,2023-02-01,NaN,NaN,,,,
KuCoin  Centralized,626503691.8,626503691.8,2023-02-01,NaN,NaN,,,,
Kraken  Centralized,533927897.4,483090736,2023-02-01,NaN,NaN,,,,
Huobi  Centralized,324955862,324955862,2023-02-01,NaN,NaN,,,,
Crypto.com Exchange  Centralized,320163770.1,320163770.1,2023-02-01,NaN,NaN,,,,
Bybit  Centralized,290663328,290663328,2023-02-01,NaN,NaN,,,,
Binance US  Centralized,277617174.9,226220424,2023-02-01,NaN,NaN,,,,
Bitfinex  Centralized,126431885.5,126431885.5,2023-02-01,NaN,NaN,,,,
Binance  Centralized,16513957175,6939975371,2023-02-01,NaN,NaN,,,,
MEXC Global  Centralized,1346432728,1007391475,2023-02-01,NaN,NaN,,,,
Upbit  Centralized,1995365748,539302683.3,2023-02-01,NaN,NaN,,,,
Bitget  Centralized,525793979.3,525793979.3,2023-02-01,NaN,NaN,,,,
BingX  Centralized,491524549.7,491524549.7,2023-02-01,NaN,NaN,,,,
Gate.io  Centralized,388971796,388971796,2023-02-01,NaN,NaN,,,,
Phemex  Centralized,197464869,174031883.9,2023-02-01,NaN,NaN,,,,
LBank  Centralized,1355911325,1189386535,2023-02-01,NaN,NaN,,,,
BigONE  Centralized,480757880.7,279438960,2023-02-01,NaN,NaN,,,,
Bitstamp  Centralized,128508281.5,128508281.5,2023-02-01,NaN,NaN,,,,
Coinstore  Centralized,151094026.9,117711345.7,2023-02-01,NaN,NaN,,,,
BtcTurk PRO  Centralized,161110725.8,96410438.28,2023-02-01,NaN,NaN,,,,
LATOKEN  Centralized,95116358.59,95116358.59,2023-02-01,NaN,NaN,,,,
EXMO  Centralized,91644454.39,91644454.39,2023-02-01,NaN,NaN,,,,
Bitkub  Centralized,48627221.73,48627221.73,2023-02-01,NaN,NaN,,,,
Bitso  Centralized,31016093.39,31016093.39,2023-02-01,NaN,NaN,,,,
WOO Network  Centralized,40390950.96,23998350.78,2023-02-01,NaN,NaN,,,,
Gemini  Centralized,23366444.35,23366444.35,2023-02-01,NaN,NaN,,,,
Bitbank  Centralized,20532915.83,20532915.83,2023-02-01,NaN,NaN,,,,
Bittrex  Centralized,14527378.74,14527378.74,2023-02-01,NaN,NaN,,,,
Max Maicoin  Centralized,12091708.67,12091708.67,2023-02-01,NaN,NaN,,,,
_BitMart  Centralized,882348859.7,717862575.3,2023-02-01,NaN,NaN,,,,
Binance  Centralized,23444821620,11981135221,2023-02-02,Bitcoin BTC,17091.11,,,,
Coinbase Exchange  Centralized,2080757065,2080757065,2023-02-02,NaN,NaN,,,,
OKX  Centralized,2038035806,1299855451,2023-02-02,NaN,NaN,,,,
KuCoin  Centralized,1066437372,1066437372,2023-02-02,NaN,NaN,,,,
Kraken  Centralized,877328004.1,834005452.1,2023-02-02,NaN,NaN,,,,
Bybit  Centralized,558345771,558345771,2023-02-02,NaN,NaN,,,,
Huobi  Centralized,460961494,460961494,2023-02-02,NaN,NaN,,,,
Crypto.com Exchange  Centralized,452679045.7,452679045.7,2023-02-02,NaN,NaN,,,,
Binance US  Centralized,588113692.4,390545598.2,2023-02-02,NaN,NaN,,,,
Bitfinex  Centralized,258321727.6,258321727.6,2023-02-02,NaN,NaN,,,,
MEXC Global  Centralized,2034641387,1739154956,2023-02-02,NaN,NaN,,,,
Upbit  Centralized,2969336446,931049289.4,2023-02-02,NaN,NaN,,,,
Bitget  Centralized,720716014.1,720716014.1,2023-02-02,NaN,NaN,,,,
BingX  Centralized,713101378.8,713101378.8,2023-02-02,NaN,NaN,,,,
Gate.io  Centralized,579067452.5,579067452.5,2023-02-02,NaN,NaN,,,,
Phemex  Centralized,257669832,257669832,2023-02-02,NaN,NaN,,,,
LBank  Centralized,1362772646,1362772646,2023-02-02,NaN,NaN,,,,
BigONE  Centralized,742901609.9,482421784.6,2023-02-02,NaN,NaN,,,,
Bitstamp  Centralized,210969016.1,210969016.1,2023-02-02,NaN,NaN,,,,
BtcTurk PRO  Centralized,287114181.3,166442452.8,2023-02-02,NaN,NaN,,,,
Coinstore  Centralized,158411830.1,158411830.1,2023-02-02,NaN,NaN,,,,
LATOKEN  Centralized,133958616.2,133958616.2,2023-02-02,NaN,NaN,,,,
EXMO  Centralized,95823196,95823196,2023-02-02,NaN,NaN,,,,
Bitkub  Centralized,84065079.65,84065079.65,2023-02-02,NaN,NaN,,,,
AscendEX (BitMax)  Centralized,101255976.5,52166856.34,2023-02-02,NaN,NaN,,,,
Bitso  Centralized,46662804.46,46662804.46,2023-02-02,NaN,NaN,,,,
CoinEx  Centralized,43018935.86,43018935.86,2023-02-02,NaN,NaN,,,,
Gemini  Centralized,40847059.04,40847059.04,2023-02-02,NaN,NaN,,,,
Bitbank  Centralized,33685234.63,33685234.63,2023-02-02,NaN,NaN,,,,
Max Maicoin  Centralized,21762718.94,21762718.94,2023-02-02,NaN,NaN,,,,
_BitMart  Centralized,1377257606,1239313968,2023-02-02,NaN,NaN,,,,
Coinbase Exchange  Centralized,1535850005,1535850005,2023-02-03,Bitcoin BTC,17091.11,,,,
OKX  Centralized,1891812446,1101129594,2023-02-03,NaN,NaN,,,,
KuCoin  Centralized,873763240,873763240,2023-02-03,NaN,NaN,,,,
Kraken  Centralized,750886396.3,706499868.9,2023-02-03,NaN,NaN,,,,
Crypto.com Exchange  Centralized,450312918,450312918,2023-02-03,NaN,NaN,,,,
Bybit  Centralized,449637672.3,449637672.3,2023-02-03,NaN,NaN,,,,
Huobi  Centralized,386567230.3,386567230.3,2023-02-03,NaN,NaN,,,,
Binance US  Centralized,496297127.1,330837939.1,2023-02-03,NaN,NaN,,,,
Bitfinex  Centralized,195828781.1,195828781.1,2023-02-03,NaN,NaN,,,,
Binance  Centralized,23197841864,10149421118,2023-02-03,NaN,NaN,,,,
MEXC Global  Centralized,1865609338,1473267358,2023-02-03,NaN,NaN,,,,
Upbit  Centralized,3332417997,788707446.9,2023-02-03,NaN,NaN,,,,
Bitget  Centralized,726729722.3,726729722.3,2023-02-03,NaN,NaN,,,,
BingX  Centralized,726079877.7,726079877.7,2023-02-03,NaN,NaN,,,,
Phemex  Centralized,251094972.7,251094972.7,2023-02-03,NaN,NaN,,,,
LBank  Centralized,1351457595,1351457595,2023-02-03,NaN,NaN,,,,
Gate.io  Centralized,537684914.4,537684914.4,2023-02-03,NaN,NaN,,,,
BigONE  Centralized,693087621.8,408667591.8,2023-02-03,NaN,NaN,,,,
Bitstamp  Centralized,162111653.3,162111653.3,2023-02-03,NaN,NaN,,,,
Coinstore  Centralized,160954257.2,160954257.2,2023-02-03,NaN,NaN,,,,
BtcTurk PRO  Centralized,272249849.1,140996054.4,2023-02-03,NaN,NaN,,,,
LATOKEN  Centralized,129906125.6,129906125.6,2023-02-03,NaN,NaN,,,,
EXMO  Centralized,98476272.11,98476272.11,2023-02-03,NaN,NaN,,,,
Bitkub  Centralized,71623554.32,71623554.32,2023-02-03,NaN,NaN,,,,
Bitso  Centralized,41733054.03,41733054.03,2023-02-03,NaN,NaN,,,,
CoinEx  Centralized,39947216.12,39947216.12,2023-02-03,NaN,NaN,,,,
Gemini  Centralized,28882688.43,28882688.43,2023-02-03,NaN,NaN,,,,
Bitbank  Centralized,22196086.05,22196086.05,2023-02-03,NaN,NaN,,,,
Max Maicoin  Centralized,14953481.98,14953481.98,2023-02-03,NaN,NaN,,,,
Bittrex  Centralized,14531776.81,14531776.81,2023-02-03,NaN,NaN,,,,
_BitMart  Centralized,1324820551,1049843848,2023-02-03,NaN,NaN,,,,
Coinbase Exchange  Centralized,1117918643,1117918643,2023-02-04,Bitcoin BTC,17091.11,,,,
OKX  Centralized,1257219870,716484867.8,2023-02-04,NaN,NaN,,,,
KuCoin  Centralized,702604455.5,674706328.8,2023-02-04,NaN,NaN,,,,
Kraken  Centralized,500760165.7,459706628.4,2023-02-04,NaN,NaN,,,,
Huobi  Centralized,342551630,342551630,2023-02-04,NaN,NaN,,,,
Crypto.com Exchange  Centralized,302072179.3,302072179.3,2023-02-04,NaN,NaN,,,,
Bybit  Centralized,286598829,286598829,2023-02-04,NaN,NaN,,,,
Binance US  Centralized,366297837.5,215270079.8,2023-02-04,NaN,NaN,,,,
Bitfinex  Centralized,91217826.2,91217826.2,2023-02-04,NaN,NaN,,,,
Binance  Centralized,17348212224,6604042937,2023-02-04,NaN,NaN,,,,
MEXC Global  Centralized,1213774461,958628120.6,2023-02-04,NaN,NaN,,,,
Bitget  Centralized,708485206.4,708485206.4,2023-02-04,NaN,NaN,,,,
BingX  Centralized,551828066.1,551828066.1,2023-02-04,NaN,NaN,,,,
Phemex  Centralized,196244010.5,165607823.5,2023-02-04,NaN,NaN,,,,
LBank  Centralized,1341494908,1131813842,2023-02-04,NaN,NaN,,,,
Upbit  Centralized,3034689985,513197616,2023-02-04,NaN,NaN,,,,
Gate.io  Centralized,455462705.2,455462705.2,2023-02-04,NaN,NaN,,,,
BigONE  Centralized,502678873.3,265912696.1,2023-02-04,NaN,NaN,,,,
Coinstore  Centralized,146820448.4,112013331.3,2023-02-04,NaN,NaN,,,,
LATOKEN  Centralized,95925290.34,95925290.34,2023-02-04,NaN,NaN,,,,
Bitstamp  Centralized,94044604.78,94044604.78,2023-02-04,NaN,NaN,,,,
EXMO  Centralized,94013154.41,94013154.41,2023-02-04,NaN,NaN,,,,
Bitkub  Centralized,62376188.29,62376188.29,2023-02-04,NaN,NaN,,,,
CoinEx  Centralized,45886333.58,45886333.58,2023-02-04,NaN,NaN,,,,
Bitso  Centralized,25665854.02,25665854.02,2023-02-04,NaN,NaN,,,,
Gemini  Centralized,21111651.79,21111651.79,2023-02-04,NaN,NaN,,,,
Bitbank  Centralized,18752638.87,18752638.87,2023-02-04,NaN,NaN,,,,
Bittrex  Centralized,12498473.38,12498473.38,2023-02-04,NaN,NaN,,,,
Max Maicoin  Centralized,11386913.82,11386913.82,2023-02-04,NaN,NaN,,,,
Indodax  Centralized,8305715.768,8305715.768,2023-02-04,NaN,NaN,,,,
_BitMart  Centralized,854935056.7,683114141,2023-02-04,NaN,NaN,,,,
Coinbase Exchange  Centralized,899806632.2,899806632.2,2023-02-05,Bitcoin BTC,17091.11,,,,
KuCoin  Centralized,680715515.7,497553341.9,2023-02-05,NaN,NaN,,,,
Huobi  Centralized,348157213.3,348157213.3,2023-02-05,NaN,NaN,,,,
Kraken  Centralized,300074283.4,300074283.4,2023-02-05,NaN,NaN,,,,
Bybit  Centralized,245341828.4,245341828.4,2023-02-05,NaN,NaN,,,,
Crypto.com Exchange  Centralized,226792079.2,226792079.2,2023-02-05,NaN,NaN,,,,
Binance US  Centralized,280193609.6,158748059.2,2023-02-05,NaN,NaN,,,,
Bitfinex  Centralized,81973423.21,81973423.21,2023-02-05,NaN,NaN,,,,
Binance  Centralized,14590714528,4870065918,2023-02-05,NaN,NaN,,,,
Bitget  Centralized,573323353.4,573323353.4,2023-02-05,NaN,NaN,,,,
OKX  Centralized,1285199148,528362523.2,2023-02-05,NaN,NaN,,,,
BingX  Centralized,442452872.1,442452872.1,2023-02-05,NaN,NaN,,,,
Phemex  Centralized,169953968.2,122125265.2,2023-02-05,NaN,NaN,,,,
LBank  Centralized,1343500048,834641377.2,2023-02-05,NaN,NaN,,,,
MEXC Global  Centralized,1682900457,706927989.3,2023-02-05,NaN,NaN,,,,
XT.COM  Centralized,618139573.3,535163843,2023-02-05,NaN,NaN,,,,
Gate.io  Centralized,522793172.1,522793172.1,2023-02-05,NaN,NaN,,,,
Upbit  Centralized,4694819305,378450988.6,2023-02-05,NaN,NaN,,,,
BigONE  Centralized,366208010.4,196093904.9,2023-02-05,NaN,NaN,,,,
Tidex  Centralized,846079496.9,174430167.3,2023-02-05,NaN,NaN,,,,
EXMO  Centralized,93939231.55,93939231.55,2023-02-05,NaN,NaN,,,,
LATOKEN  Centralized,86313354.9,86313354.9,2023-02-05,NaN,NaN,,,,
Bitstamp  Centralized,61609556.21,61609556.21,2023-02-05,NaN,NaN,,,,
Bitkub  Centralized,58763235.87,58763235.87,2023-02-05,NaN,NaN,,,,
CoinEx  Centralized,44837308.87,44837308.87,2023-02-05,NaN,NaN,,,,
Bitbank  Centralized,19009072.28,19009072.28,2023-02-05,NaN,NaN,,,,
Gemini  Centralized,13429756.04,13429756.04,2023-02-05,NaN,NaN,,,,
Bitso  Centralized,9482867.769,9482867.769,2023-02-05,NaN,NaN,,,,
Bittrex  Centralized,9151932.624,9151932.624,2023-02-05,NaN,NaN,,,,
Max Maicoin  Centralized,7204096.568,7204096.568,2023-02-05,NaN,NaN,,,,
_BitMart  Centralized,644895726.1,503753741,2023-02-05,NaN,NaN,,,,
Coinbase Exchange  Centralized,1113374021,1113374021,2023-02-06 9:21:07,Bitcoin BTC,"$17,091.11",,,,
OKX  Centralized,1057620269,723141814.3,2023-02-06 9:21:07,NaN,NaN,,,,
KuCoin  Centralized,680318209,680318209,2023-02-06 9:21:07,NaN,NaN,,,,
Kraken  Centralized,472844441.4,463977820.6,2023-02-06 9:21:07,NaN,NaN,,,,
Huobi  Centralized,333993169.1,333993169.1,2023-02-06 9:21:07,NaN,NaN,,,,
Crypto.com Exchange  Centralized,317016845.3,317016845.3,2023-02-06 9:21:07,NaN,NaN,,,,
Bybit  Centralized,304126645,304126645,2023-02-06 9:21:07,NaN,NaN,,,,
Bitfinex  Centralized,104251729.4,104251729.4,2023-02-06 9:21:07,NaN,NaN,,,,
Binance US  Centralized,57092509.95,57092509.95,2023-02-06 9:21:07,NaN,NaN,,,,
Binance  Centralized,17022782915,6665402052,2023-02-06 9:21:07,NaN,NaN,,,,
Bitget  Centralized,599359277.7,599359277.7,2023-02-06 9:21:07,NaN,NaN,,,,
BingX  Centralized,497964022.7,497964022.7,2023-02-06 9:21:07,NaN,NaN,,,,
Phemex  Centralized,201420251.4,167146438.7,2023-02-06 9:21:07,NaN,NaN,,,,
LBank  Centralized,1351848548,1142329550,2023-02-06 9:21:07,NaN,NaN,,,,
