Exchange,24h Volume,24h Volume (Normalized),date,,,,,,
Binance US  Centralized,383636387.9,193116514.9,2023-01-16,NaN,NaN,,,,
Bitfinex  Centralized,178067904.1,178067904.1,2023-01-16,NaN,NaN,,,,
Binance  Centralized,16831835642,5924416256,2023-01-16,NaN,NaN,,,,
Gate.io  Centralized,716383260.9,687965974.3,2023-01-16,NaN,NaN,,,,
OKX  Centralized,1519727888,642750795.5,2023-01-16,NaN,NaN,,,,
BingX  Centralized,492150776.3,492150776.3,2023-01-16,NaN,NaN,,,,
Bitget  Centralized,470184173.6,470184173.6,2023-01-16,NaN,NaN,,,,
Phemex  Centralized,151293276.2,148565021.8,2023-01-16,NaN,NaN,,,,
Okcoin  Centralized,9824298.213,9824298.213,2023-01-16,NaN,NaN,,,,
LBank  Centralized,871065353.5,871065353.5,2023-01-16,NaN,NaN,,,,
MEXC Global  Centralized,1499155087,859975116.9,2023-01-16,NaN,NaN,,,,
Upbit  Centralized,2852830969,460384032.1,2023-01-16,NaN,NaN,,,,
Bitstamp  Centralized,183943824,136041415.6,2023-01-16,NaN,NaN,,,,
Coinstore  Centralized,142795724.7,100486019.2,2023-01-16,NaN,NaN,,,,
EXMO  Centralized,86536956.79,86536956.79,2023-01-16,NaN,NaN,,,,
Bitkub  Centralized,57070726.09,57070726.09,2023-01-16,NaN,NaN,,,,
Bitbank  Centralized,27641146.99,27641146.99,2023-01-16,NaN,NaN,,,,
Gemini  Centralized,23120295.5,23120295.5,2023-01-16,NaN,NaN,,,,
Bitso  Centralized,20450975.2,20450975.2,2023-01-16,NaN,NaN,,,,
Bittrex  Centralized,15399300.07,15399300.07,2023-01-16,NaN,NaN,,,,
Max Maicoin  Centralized,13228108.5,13228108.5,2023-01-16,NaN,NaN,,,,
WhiteBIT  Centralized,1405983356,988936315.5,2023-01-16,NaN,NaN,,,,
BTCEX  Centralized,348018517.2,348018517.2,2023-01-16,NaN,NaN,,,,
Bithumb  Centralized,345105338.7,309942489.4,2023-01-16,NaN,NaN,,,,
_BitMart  Centralized,820334557.3,820334557.3,2023-01-16,NaN,NaN,,,,
Binance  Centralized,15434085452,8378509761,2023-01-17,Bitcoin BTC,17091.11,,,,
Coinbase Exchange  Centralized,1939966497,1939966497,2023-01-17,NaN,NaN,,,,
OKX  Centralized,1246473278,908999973.5,2023-01-17,NaN,NaN,,,,
KuCoin  Centralized,668750465.3,668750465.3,2023-01-17,NaN,NaN,,,,
Kraken  Centralized,637947651.4,583227076.1,2023-01-17,NaN,NaN,,,,
Bybit  Centralized,416758939.4,416758939.4,2023-01-17,NaN,NaN,,,,
Huobi  Centralized,371922133.1,371922133.1,2023-01-17,NaN,NaN,,,,
Crypto.com Exchange  Centralized,339829181.1,339829181.1,2023-01-17,NaN,NaN,,,,
Binance US  Centralized,378997829.8,273111829.9,2023-01-17,NaN,NaN,,,,
Bitfinex  Centralized,162291588.3,162291588.3,2023-01-17,NaN,NaN,,,,
MEXC Global  Centralized,1067743629,1067743629,2023-01-17,NaN,NaN,,,,
Gate.io  Centralized,589103710.9,589103710.9,2023-01-17,NaN,NaN,,,,
BingX  Centralized,492876443.6,492876443.6,2023-01-17,NaN,NaN,,,,
Bitget  Centralized,480748254.9,480748254.9,2023-01-17,NaN,NaN,,,,
Phemex  Centralized,116206042.2,116206042.2,2023-01-17,NaN,NaN,,,,
LBank  Centralized,1053257229,1053257229,2023-01-17,NaN,NaN,,,,
Upbit  Centralized,2218069889,651090626.9,2023-01-17,NaN,NaN,,,,
BigONE  Centralized,501434620.7,337361635.7,2023-01-17,NaN,NaN,,,,
Bitstamp  Centralized,172130774.6,172130774.6,2023-01-17,NaN,NaN,,,,
Coinstore  Centralized,126959810.5,126959810.5,2023-01-17,NaN,NaN,,,,
LATOKEN  Centralized,93523221.31,93523221.31,2023-01-17,NaN,NaN,,,,
EXMO  Centralized,85220014.68,85220014.68,2023-01-17,NaN,NaN,,,,
Bitkub  Centralized,48705734.17,48705734.17,2023-01-17,NaN,NaN,,,,
Bitso  Centralized,28992332.35,28992332.35,2023-01-17,NaN,NaN,,,,
Gemini  Centralized,25896171.03,25896171.03,2023-01-17,NaN,NaN,,,,
Bitbank  Centralized,23696333.97,23696333.97,2023-01-17,NaN,NaN,,,,
Okcoin  Centralized,19716798.59,19716798.59,2023-01-17,NaN,NaN,,,,
Bittrex  Centralized,15215221.2,15215221.2,2023-01-17,NaN,NaN,,,,
Max Maicoin  Centralized,12727507.37,12727507.37,2023-01-17,NaN,NaN,,,,
BitoPro  Centralized,5968135.432,5968135.432,2023-01-17,NaN,NaN,,,,
_BitMart  Centralized,807937607.9,807937607.9,2023-01-17,NaN,NaN,,,,
Binance  Centralized,15747237711,8123591734,2023-01-18,Bitcoin BTC,17091.11,,,,
Coinbase Exchange  Centralized,1967122325,1967122325,2023-01-18,NaN,NaN,,,,
OKX  Centralized,1247735043,864576886,2023-01-18,NaN,NaN,,,,
KuCoin  Centralized,710381562.2,710381562.2,2023-01-18,NaN,NaN,,,,
Kraken  Centralized,686672250.1,565482349.4,2023-01-18,NaN,NaN,,,,
Bybit  Centralized,388084564.9,388084564.9,2023-01-18,NaN,NaN,,,,
Huobi  Centralized,373015801.8,373015801.8,2023-01-18,NaN,NaN,,,,
Binance US  Centralized,279890641.5,264802490.6,2023-01-18,NaN,NaN,,,,
Crypto.com Exchange  Centralized,252099673.3,252099673.3,2023-01-18,NaN,NaN,,,,
Bitfinex  Centralized,133817084.4,133817084.4,2023-01-18,NaN,NaN,,,,
MEXC Global  Centralized,1549868983,1156769380,2023-01-18,NaN,NaN,,,,
BingX  Centralized,507592204.5,507592204.5,2023-01-18,NaN,NaN,,,,
Gate.io  Centralized,503849088.7,503849088.7,2023-01-18,NaN,NaN,,,,
Bitget  Centralized,478175221.3,478175221.3,2023-01-18,NaN,NaN,,,,
Phemex  Centralized,126150823.5,126150823.5,2023-01-18,NaN,NaN,,,,
LBank  Centralized,1279911905,1279911905,2023-01-18,NaN,NaN,,,,
XT.COM  Centralized,684659758,684659758,2023-01-18,NaN,NaN,,,,
Upbit  Centralized,2303139891,631281208.7,2023-01-18,NaN,NaN,,,,
BigONE  Centralized,523616720.2,327097491.8,2023-01-18,NaN,NaN,,,,
Bitstamp  Centralized,152563130.1,152563130.1,2023-01-18,NaN,NaN,,,,
Coinstore  Centralized,129467195.6,129467195.6,2023-01-18,NaN,NaN,,,,
BtcTurk PRO  Centralized,205510248.6,112853164.2,2023-01-18,NaN,NaN,,,,
LATOKEN  Centralized,96743853.65,96743853.65,2023-01-18,NaN,NaN,,,,
EXMO  Centralized,87343347.01,87343347.01,2023-01-18,NaN,NaN,,,,
Bitkub  Centralized,46694246.49,46694246.49,2023-01-18,NaN,NaN,,,,
Bitso  Centralized,29055220.46,29055220.46,2023-01-18,NaN,NaN,,,,
Gemini  Centralized,27705960.25,27705960.25,2023-01-18,NaN,NaN,,,,
Bitbank  Centralized,27058281.26,27058281.26,2023-01-18,NaN,NaN,,,,
Bittrex  Centralized,19825581.78,19825581.78,2023-01-18,NaN,NaN,,,,
Okcoin  Centralized,16430806.43,16430806.43,2023-01-18,NaN,NaN,,,,
_BitMart  Centralized,960332390,824308723,2023-01-18,NaN,NaN,,,,
Binance  Centralized,19977204750,10718280755,2023-01-19,Bitcoin BTC,17091.11,,,,
Coinbase Exchange  Centralized,2218024039,2218024039,2023-01-19,NaN,NaN,,,,
OKX  Centralized,1817386170,1162846079,2023-01-19,NaN,NaN,,,,
KuCoin  Centralized,836477744.6,836477744.6,2023-01-19,NaN,NaN,,,,
Kraken  Centralized,886269955.5,746098207.1,2023-01-19,NaN,NaN,,,,
Bybit  Centralized,507760156.4,507760156.4,2023-01-19,NaN,NaN,,,,
Crypto.com Exchange  Centralized,441322508.8,441322508.8,2023-01-19,NaN,NaN,,,,
Huobi  Centralized,409975831.4,409975831.4,2023-01-19,NaN,NaN,,,,
Binance US  Centralized,401145230.8,349380752.7,2023-01-19,NaN,NaN,,,,
Bitfinex  Centralized,220368897.2,220368897.2,2023-01-19,NaN,NaN,,,,
MEXC Global  Centralized,2132308077,1555841905,2023-01-19,NaN,NaN,,,,
Upbit  Centralized,2692710199,832913316,2023-01-19,NaN,NaN,,,,
Gate.io  Centralized,690645994.7,690645994.7,2023-01-19,NaN,NaN,,,,
BingX  Centralized,628872546,628872546,2023-01-19,NaN,NaN,,,,
Bitget  Centralized,506275913.5,506275913.5,2023-01-19,NaN,NaN,,,,
Phemex  Centralized,132885691.9,132885691.9,2023-01-19,NaN,NaN,,,,
LBank  Centralized,1284571878,1284571878,2023-01-19,NaN,NaN,,,,
XT.COM  Centralized,815052496.9,815052496.9,2023-01-19,NaN,NaN,,,,
BigONE  Centralized,599815445.3,431572833.8,2023-01-19,NaN,NaN,,,,
Bitstamp  Centralized,224452748.5,224452748.5,2023-01-19,NaN,NaN,,,,
BtcTurk PRO  Centralized,219951363,148898797.1,2023-01-19,NaN,NaN,,,,
Coinstore  Centralized,141346375.4,141346375.4,2023-01-19,NaN,NaN,,,,
EXMO  Centralized,86736717.21,86736717.21,2023-01-19,NaN,NaN,,,,
Bitkub  Centralized,55626254.4,55626254.4,2023-01-19,NaN,NaN,,,,
Gemini  Centralized,39010968.33,39010968.33,2023-01-19,NaN,NaN,,,,
Bitso  Centralized,35884451.66,35884451.66,2023-01-19,NaN,NaN,,,,
Bitbank  Centralized,32276356.59,32276356.59,2023-01-19,NaN,NaN,,,,
Okcoin  Centralized,21204420.35,21204420.35,2023-01-19,NaN,NaN,,,,
Max Maicoin  Centralized,18400203.55,18400203.55,2023-01-19,NaN,NaN,,,,
Bittrex  Centralized,16619860.65,16619860.65,2023-01-19,NaN,NaN,,,,
_BitMart  Centralized,1205944017,1108685977,2023-01-19,NaN,NaN,,,,
Coinbase Exchange  Centralized,1642722189,1642722189,2023-01-20,Bitcoin BTC,17091.11,,,,
OKX  Centralized,821077552.4,714727261.3,2023-01-20,NaN,NaN,,,,
KuCoin  Centralized,555033745,555033745,2023-01-20,NaN,NaN,,,,
Kraken  Centralized,498595282.9,458579059.3,2023-01-20,NaN,NaN,,,,
Huobi  Centralized,303612016.4,303612016.4,2023-01-20,NaN,NaN,,,,
Bybit  Centralized,278822283.4,278822283.4,2023-01-20,NaN,NaN,,,,
Crypto.com Exchange  Centralized,214953312.5,214953312.5,2023-01-20,NaN,NaN,,,,
Binance US  Centralized,251598876.4,214742000.4,2023-01-20,NaN,NaN,,,,
Bitfinex  Centralized,85916708.22,85916708.22,2023-01-20,NaN,NaN,,,,
Binance  Centralized,13635706003,6587843703,2023-01-20,NaN,NaN,,,,
MEXC Global  Centralized,791007337.2,791007337.2,2023-01-20,NaN,NaN,,,,
Gate.io  Centralized,541217477.8,541217477.8,2023-01-20,NaN,NaN,,,,
Upbit  Centralized,1616270851,511938733.9,2023-01-20,NaN,NaN,,,,
Bitget  Centralized,475918038,475918038,2023-01-20,NaN,NaN,,,,
BingX  Centralized,403405939.1,403405939.1,2023-01-20,NaN,NaN,,,,
Phemex  Centralized,96333845.48,96333845.48,2023-01-20,NaN,NaN,,,,
LBank  Centralized,1304601138,1129037494,2023-01-20,NaN,NaN,,,,
XT.COM  Centralized,613471025.3,613471025.3,2023-01-20,NaN,NaN,,,,
BigONE  Centralized,428715938.4,265260350,2023-01-20,NaN,NaN,,,,
Bitstamp  Centralized,160654754.3,151275408.2,2023-01-20,NaN,NaN,,,,
Coinstore  Centralized,141475336,111738538.3,2023-01-20,NaN,NaN,,,,
BtcTurk PRO  Centralized,130398955.6,91518587.26,2023-01-20,NaN,NaN,,,,
EXMO  Centralized,86126544.07,86126544.07,2023-01-20,NaN,NaN,,,,
Bitkub  Centralized,33008127.98,33008127.98,2023-01-20,NaN,NaN,,,,
Bitso  Centralized,28376555.21,28376555.21,2023-01-20,NaN,NaN,,,,
Gemini  Centralized,23350617.58,23350617.58,2023-01-20,NaN,NaN,,,,
Bitbank  Centralized,17838366.92,17838366.92,2023-01-20,NaN,NaN,,,,
Bittrex  Centralized,11582727.95,11582727.95,2023-01-20,NaN,NaN,,,,
Max Maicoin  Centralized,8206374.244,8206374.244,2023-01-20,NaN,NaN,,,,
Okcoin  Centralized,7026653.906,7026653.906,2023-01-20,NaN,NaN,,,,
_BitMart  Centralized,646381300.2,646381300.2,2023-01-20,NaN,NaN,,,,
Binance  Centralized,25830168316,13700834177,2023-01-21,Bitcoin BTC,17091.11,,,,
Coinbase Exchange  Centralized,2749288872,2749288872,2023-01-21,NaN,NaN,,,,
OKX  Centralized,2183004714,1486428855,2023-01-21,NaN,NaN,,,,
KuCoin  Centralized,1194498965,1194498965,2023-01-21,NaN,NaN,,,,
Bybit  Centralized,702862893.5,702862893.5,2023-01-21,NaN,NaN,,,,
Kraken  Centralized,700579121.9,700579121.9,2023-01-21,NaN,NaN,,,,
Crypto.com Exchange  Centralized,452484551.7,452484551.7,2023-01-21,NaN,NaN,,,,
Binance US  Centralized,558729331.2,448140790.4,2023-01-21,NaN,NaN,,,,
Huobi  Centralized,438054055.7,438054055.7,2023-01-21,NaN,NaN,,,,
Bitfinex  Centralized,324793915.5,324793915.5,2023-01-21,NaN,NaN,,,,
MEXC Global  Centralized,1461162391,1461162391,2023-01-21,NaN,NaN,,,,
Upbit  Centralized,3888608100,1068354355,2023-01-21,NaN,NaN,,,,
Gate.io  Centralized,867197955.5,867197955.5,2023-01-21,NaN,NaN,,,,
BingX  Centralized,830004873.1,830004873.1,2023-01-21,NaN,NaN,,,,
Bitget  Centralized,564946750.2,564946750.2,2023-01-21,NaN,NaN,,,,
Phemex  Centralized,164807209.9,164807209.9,2023-01-21,NaN,NaN,,,,
LBank  Centralized,1279526495,1279526495,2023-01-21,NaN,NaN,,,,
XT.COM  Centralized,928361450.2,928361450.2,2023-01-21,NaN,NaN,,,,
BigONE  Centralized,759275270.1,551665722,2023-01-21,NaN,NaN,,,,
Bitstamp  Centralized,236989558.2,236989558.2,2023-01-21,NaN,NaN,,,,
BtcTurk PRO  Centralized,306992214.2,190332608.7,2023-01-21,NaN,NaN,,,,
Coinstore  Centralized,152748482,152748482,2023-01-21,NaN,NaN,,,,
LATOKEN  Centralized,112558925.7,112558925.7,2023-01-21,NaN,NaN,,,,
EXMO  Centralized,92074596.78,92074596.78,2023-01-21,NaN,NaN,,,,
Bitkub  Centralized,83659564.51,83659564.51,2023-01-21,NaN,NaN,,,,
Gemini  Centralized,44850150.69,44850150.69,2023-01-21,NaN,NaN,,,,
Bitbank  Centralized,40331545.33,40331545.33,2023-01-21,NaN,NaN,,,,
Bitso  Centralized,34692880.94,34692880.94,2023-01-21,NaN,NaN,,,,
Okcoin  Centralized,19310507.07,19310507.07,2023-01-21,NaN,NaN,,,,
Bittrex  Centralized,17364935.81,17364935.81,2023-01-21,NaN,NaN,,,,
_BitMart  Centralized,1521882687,1417197489,2023-01-21,NaN,NaN,,,,
Binance  Centralized,16993743189,8823676324,2023-01-22,Bitcoin BTC,17091.11,,,,
Coinbase Exchange  Centralized,1753747702,1753747702,2023-01-22,NaN,NaN,,,,
OKX  Centralized,1477925060,957297065.4,2023-01-22,NaN,NaN,,,,
KuCoin  Centralized,794208850.1,794208850.1,2023-01-22,NaN,NaN,,,,
Bybit  Centralized,455544541.7,455544541.7,2023-01-22,NaN,NaN,,,,
Kraken  Centralized,399863688.3,399863688.3,2023-01-22,NaN,NaN,,,,
Crypto.com Exchange  Centralized,349845130.5,349845130.5,2023-01-22,NaN,NaN,,,,
Huobi  Centralized,307519608.8,307519608.8,2023-01-22,NaN,NaN,,,,
Binance US  Centralized,410352621,287623007.8,2023-01-22,NaN,NaN,,,,
Bitfinex  Centralized,129891348.1,129891348.1,2023-01-22,NaN,NaN,,,,
MEXC Global  Centralized,1111610289,1111610289,2023-01-22,NaN,NaN,,,,
Upbit  Centralized,2673759463,685684512,2023-01-22,NaN,NaN,,,,
Bitget  Centralized,577575814.3,577575814.3,2023-01-22,NaN,NaN,,,,
Gate.io  Centralized,569534875.2,569534875.2,2023-01-22,NaN,NaN,,,,
BingX  Centralized,561304778.3,561304778.3,2023-01-22,NaN,NaN,,,,
Phemex  Centralized,132101569.6,132101569.6,2023-01-22,NaN,NaN,,,,
LBank  Centralized,1243147611,1243147611,2023-01-22,NaN,NaN,,,,
XT.COM  Centralized,701873295.4,701873295.4,2023-01-22,NaN,NaN,,,,
BigONE  Centralized,505769076.5,355286473.2,2023-01-22,NaN,NaN,,,,
Coinstore  Centralized,146229430.4,146229430.4,2023-01-22,NaN,NaN,,,,
BtcTurk PRO  Centralized,236393240.4,122578932,2023-01-22,NaN,NaN,,,,
LATOKEN  Centralized,111872041.5,111872041.5,2023-01-22,NaN,NaN,,,,
Bitstamp  Centralized,95332359.74,95332359.74,2023-01-22,NaN,NaN,,,,
EXMO  Centralized,90770912.42,90770912.42,2023-01-22,NaN,NaN,,,,
Bitkub  Centralized,49556837.35,49556837.35,2023-01-22,NaN,NaN,,,,
Bitbank  Centralized,26605831.51,26605831.51,2023-01-22,NaN,NaN,,,,
Gemini  Centralized,16262972.05,16262972.05,2023-01-22,NaN,NaN,,,,
Bittrex  Centralized,14293057.18,14293057.18,2023-01-22,NaN,NaN,,,,
Bitso  Centralized,9680230.791,9680230.791,2023-01-22,NaN,NaN,,,,
Okcoin  Centralized,9642906.088,9642906.088,2023-01-22,NaN,NaN,,,,
_BitMart  Centralized,941097683.6,912710403.9,2023-01-22,NaN,NaN,,,,
Coinbase Exchange  Centralized,1984417996,1984417996,2023-01-23,Bitcoin BTC,17091.11,,,,
OKX  Centralized,1691598093,965683371.8,2023-01-23,NaN,NaN,,,,
KuCoin  Centralized,943014878.8,909374091.8,2023-01-23,NaN,NaN,,,,
Kraken  Centralized,610224476.2,610224476.2,2023-01-23,NaN,NaN,,,,
Bybit  Centralized,450399337.9,450399337.9,2023-01-23,NaN,NaN,,,,
Huobi  Centralized,408230177.1,408230177.1,2023-01-23,NaN,NaN,,,,
Crypto.com Exchange  Centralized,339683710.8,339683710.8,2023-01-23,NaN,NaN,,,,
Binance US  Centralized,410517213.6,290142597.1,2023-01-23,NaN,NaN,,,,
Bitfinex  Centralized,160564799.9,160564799.9,2023-01-23,NaN,NaN,,,,
Binance  Centralized,20499338134,8900976289,2023-01-23,NaN,NaN,,,,
MEXC Global  Centralized,1708516225,1292045866,2023-01-23,NaN,NaN,,,,
Gate.io  Centralized,655070257.3,655070257.3,2023-01-23,NaN,NaN,,,,
BingX  Centralized,616862476.6,616862476.6,2023-01-23,NaN,NaN,,,,
Bitget  Centralized,553096064.9,553096064.9,2023-01-23,NaN,NaN,,,,
Phemex  Centralized,150603232,150603232,2023-01-23,NaN,NaN,,,,
LBank  Centralized,1341251518,1341251518,2023-01-23,NaN,NaN,,,,
XT.COM  Centralized,819791686,819791686,2023-01-23,NaN,NaN,,,,
Upbit  Centralized,3883480321,691691385.2,2023-01-23,NaN,NaN,,,,
BigONE  Centralized,570012598.4,358398816.4,2023-01-23,NaN,NaN,,,,
Tidex  Centralized,1304335576,318804198.7,2023-01-23,NaN,NaN,,,,
Bitstamp  Centralized,204733262.1,204391633.9,2023-01-23,NaN,NaN,,,,
Coinstore  Centralized,137794457.9,137794457.9,2023-01-23,NaN,NaN,,,,
LATOKEN  Centralized,109005887.5,109005887.5,2023-01-23,NaN,NaN,,,,
EXMO  Centralized,91618016.6,91618016.6,2023-01-23,NaN,NaN,,,,
Bitkub  Centralized,66659290.17,66659290.17,2023-01-23,NaN,NaN,,,,
Bitbank  Centralized,35818666.9,35818666.9,2023-01-23,NaN,NaN,,,,
Bitso  Centralized,21839542.16,21839542.16,2023-01-23,NaN,NaN,,,,
Gemini  Centralized,20910569.2,20910569.2,2023-01-23,NaN,NaN,,,,
Okcoin  Centralized,11899440.2,11899440.2,2023-01-23,NaN,NaN,,,,
Bittrex  Centralized,11444088.17,11444088.17,2023-01-23,NaN,NaN,,,,
_BitMart  Centralized,968531034.7,920706054.6,2023-01-23,NaN,NaN,,,,
Coinbase Exchange  Centralized,2166476251,2166476251,2023-01-24,Bitcoin BTC,17091.11,,,,
OKX  Centralized,1417816304,991691624.2,2023-01-24,NaN,NaN,,,,
KuCoin  Centralized,748777251.3,748777251.3,2023-01-24,NaN,NaN,,,,
Kraken  Centralized,619664864.8,619664864.8,2023-01-24,NaN,NaN,,,,
Bybit  Centralized,445877556.2,445877556.2,2023-01-24,NaN,NaN,,,,
Huobi  Centralized,361694594.6,361694594.6,2023-01-24,NaN,NaN,,,,
Crypto.com Exchange  Centralized,336177108.8,336177108.8,2023-01-24,NaN,NaN,,,,
Binance US  Centralized,389125537.3,298560117.3,2023-01-24,NaN,NaN,,,,
Bitfinex  Centralized,164221624.2,164221624.2,2023-01-24,NaN,NaN,,,,
Binance  Centralized,19824106734,9140701874,2023-01-24,NaN,NaN,,,,
MEXC Global  Centralized,1294139937,1294139937,2023-01-24,NaN,NaN,,,,
Bitget  Centralized,628936030.5,628936030.5,2023-01-24,NaN,NaN,,,,
BingX  Centralized,625168797.7,625168797.7,2023-01-24,NaN,NaN,,,,
Gate.io  Centralized,577262858.8,577262858.8,2023-01-24,NaN,NaN,,,,
Phemex  Centralized,143033197.7,143033197.7,2023-01-24,NaN,NaN,,,,
LBank  Centralized,1225870590,1225870590,2023-01-24,NaN,NaN,,,,
XT.COM  Centralized,757613041.5,757613041.5,2023-01-24,NaN,NaN,,,,
Upbit  Centralized,5182603099,710320378.4,2023-01-24,NaN,NaN,,,,
BigONE  Centralized,561777759.9,368796428.6,2023-01-24,NaN,NaN,,,,
Bitstamp  Centralized,193932571.8,193932571.8,2023-01-24,NaN,NaN,,,,
Coinstore  Centralized,148318756.9,148318756.9,2023-01-24,NaN,NaN,,,,
BtcTurk PRO  Centralized,245115946,127240088.9,2023-01-24,NaN,NaN,,,,
LATOKEN  Centralized,104520073.6,104520073.6,2023-01-24,NaN,NaN,,,,
EXMO  Centralized,91987021.67,91987021.67,2023-01-24,NaN,NaN,,,,
Bitkub  Centralized,55482249.91,55482249.91,2023-01-24,NaN,NaN,,,,
Bitbank  Centralized,32642872.22,32642872.22,2023-01-24,NaN,NaN,,,,
Gemini  Centralized,29839685.15,29839685.15,2023-01-24,NaN,NaN,,,,
Bitso  Centralized,29778860.63,29778860.63,2023-01-24,NaN,NaN,,,,
Max Maicoin  Centralized,13176282.62,13176282.62,2023-01-24,NaN,NaN,,,,
Bittrex  Centralized,12361554.22,12361554.22,2023-01-24,NaN,NaN,,,,
_BitMart  Centralized,967043517.4,947417091.9,2023-01-24,NaN,NaN,,,,
Coinbase Exchange  Centralized,2274249292,2274249292,2023-01-25,Bitcoin BTC,17091.11,,,,
OKX  Centralized,1578989754,986071120.1,2023-01-25,NaN,NaN,,,,
KuCoin  Centralized,774377104.6,774377104.6,2023-01-25,NaN,NaN,,,,
Kraken  Centralized,695918606.9,632676990.3,2023-01-25,NaN,NaN,,,,
Bybit  Centralized,414159946.3,414159946.3,2023-01-25,NaN,NaN,,,,
Huobi  Centralized,339109120.5,339109120.5,2023-01-25,NaN,NaN,,,,
Crypto.com Exchange  Centralized,311880066,311880066,2023-01-25,NaN,NaN,,,,
Binance US  Centralized,368330070.7,296268105.6,2023-01-25,NaN,NaN,,,, 
Bitfinex  Centralized,158547940.6,158547940.6,2023-01-25,NaN,NaN,,,,
Binance  Centralized,19811369390,9088895106,2023-01-25,NaN,NaN,,,,
MEXC Global  Centralized,1503836316,1319323891,2023-01-25,NaN,NaN,,,,
BingX  Centralized,610223242,610223242,2023-01-25,NaN,NaN,,,,
Bitget  Centralized,528618123.1,528618123.1,2023-01-25,NaN,NaN,,,,
Gate.io  Centralized,490618863.7,490618863.7,2023-01-25,NaN,NaN,,,,
Phemex  Centralized,143343038.4,143343038.4,2023-01-25,NaN,NaN,,,,
LBank  Centralized,1257477031,1257477031,2023-01-25,NaN,NaN,,,,
XT.COM  Centralized,783300065.2,783300065.2,2023-01-25,NaN,NaN,,,,
Upbit  Centralized,4382415659,706294410.6,2023-01-25,NaN,NaN,,,,
BigONE  Centralized,557145198.4,365965471.5,2023-01-25,NaN,NaN,,,,
Bitstamp  Centralized,162672089.2,162672089.2,2023-01-25,NaN,NaN,,,,
Coinstore  Centralized,142054058.3,142054058.3,2023-01-25,NaN,NaN,,,,
BtcTurk PRO  Centralized,251889264.9,126263317.7,2023-01-25,NaN,NaN,,,,
LATOKEN  Centralized,103555525.3,103555525.3,2023-01-25,NaN,NaN,,,,
EXMO  Centralized,90564242.44,90564242.44,2023-01-25,NaN,NaN,,,,
Bitkub  Centralized,66221210.54,66221210.54,2023-01-25,NaN,NaN,,,,
Bitbank  Centralized,30326177.75,30326177.75,2023-01-25,NaN,NaN,,,,
Bitso  Centralized,29500986.4,29500986.4,2023-01-25,NaN,NaN,,,,
Gemini  Centralized,27618031.27,27618031.27,2023-01-25,NaN,NaN,,,,
Bittrex  Centralized,21347842.69,21347842.69,2023-01-25,NaN,NaN,,,,
Max Maicoin  Centralized,16537277.71,16537277.71,2023-01-25,NaN,NaN,,,,
_BitMart  Centralized,1014960276,940144282.9,2023-01-25,NaN,NaN,,,,
Coinbase Exchange  Centralized,2362261114,2362261114,2023-01-26,Bitcoin BTC,17091.11,,,,
OKX  Centralized,1764442953,1130994301,2023-01-26,NaN,NaN,,,,
KuCoin  Centralized,952463430,952463430,2023-01-26,NaN,NaN,,,,
Kraken  Centralized,719638861.4,719638861.4,2023-01-26,NaN,NaN,,,,
Bybit  Centralized,517270161.1,517270161.1,2023-01-26,NaN,NaN,,,,
Crypto.com Exchange  Centralized,454079178.4,454079178.4,2023-01-26,NaN,NaN,,,,
Huobi  Centralized,354373820.2,354373820.2,2023-01-26,NaN,NaN,,,,
Binance US  Centralized,410371523.8,339810762.5,2023-01-26,NaN,NaN,,,,
Bitfinex  Centralized,201994678.5,201994678.5,2023-01-26,NaN,NaN,,,,
Binance  Centralized,23147112225,10424693547,2023-01-26,NaN,NaN,,,,
MEXC Global  Centralized,1845394777,1513225473,2023-01-26,NaN,NaN,,,,
BingX  Centralized,745717588,745717588,2023-01-26,NaN,NaN,,,,
Bitget  Centralized,582626959.1,582626959.1,2023-01-26,NaN,NaN,,,,
Gate.io  Centralized,565298588.4,565298588.4,2023-01-26,NaN,NaN,,,,
Phemex  Centralized,153148901.4,153148901.4,2023-01-26,NaN,NaN,,,,
LBank  Centralized,1310297472,1310297472,2023-01-26,NaN,NaN,,,,
XT.COM  Centralized,874520415,874520415,2023-01-26,NaN,NaN,,,,
Upbit  Centralized,4308906082,810098787.2,2023-01-26,NaN,NaN,,,,
BigONE  Centralized,683449762.5,419751641,2023-01-26,NaN,NaN,,,,
Tidex  Centralized,1544132062,373378936.2,2023-01-26,NaN,NaN,,,,
Bitstamp  Centralized,177691573.9,177691573.9,2023-01-26,NaN,NaN,,,,
Coinstore  Centralized,153279196.8,153279196.8,2023-01-26,NaN,NaN,,,,
BtcTurk PRO  Centralized,248432993.1,144820157.5,2023-01-26,NaN,NaN,,,,
LATOKEN  Centralized,115110715.9,115110715.9,2023-01-26,NaN,NaN,,,,
EXMO  Centralized,90732529.76,90732529.76,2023-01-26,NaN,NaN,,,,
Bitkub  Centralized,62186737.41,62186737.41,2023-01-26,NaN,NaN,,,,
Gemini  Centralized,35366435.69,35366435.69,2023-01-26,NaN,NaN,,,,
Bitbank  Centralized,34199090.11,34199090.11,2023-01-26,NaN,NaN,,,,
Bitso  Centralized,29446078.46,29446078.46,2023-01-26,NaN,NaN,,,,
Bittrex  Centralized,15293312.84,15293312.84,2023-01-26,NaN,NaN,,,,
_BitMart  Centralized,1234166350,1078317514,2023-01-26,NaN,NaN,,,,
Coinbase Exchange  Centralized,1695637889,1695637889,2023-01-27,Bitcoin BTC,17091.11,,,,
