Exchange,Volume,ds
Bybit,424628931.7,2022-11-13
MEXC_Global,371469463.6,2022-11-13
Gate.io,360773188.8,2022-11-13
OKX,323862451.1,2022-11-13
Bitget,304566124.6,2022-11-13
Kraken,279147252.4,2022-11-13
Bitfinex,159029571.2,2022-11-13
Huobi,146305791.2,2022-11-13
Binance US,112214813.7,2022-11-13
Gemini,47609681.06,2022-11-13
Binance,8034339372,2022-11-12
Coinbase_Exchange,2117851935,2022-11-12
Bybit,1092386726,2022-11-12
KuCoin,779822984.9,2022-11-12
MEXC_Global,769514119.3,2022-11-12
Gate.io,747356360.5,2022-11-12
OKX,672949558,2022-11-12
Bitget,585314763.4,2022-11-12
Kraken,580036306,2022-11-12
Bitfinex,312564078.3,2022-11-12
Huobi,309622539.8,2022-11-12
Binance US,233169669.4,2022-11-12
Bitstamp,114886996.1,2022-11-12
Gemini,87757639.56,2022-11-12
Binance,11887728364,2022-11-11
Coinbase_Exchange,2949945627,2022-11-11
Bybit,1250475269,2022-11-11
MEXC_Global,1163169058,2022-11-11
Gate.io,1129676505,2022-11-11
KuCoin,1107991274,2022-11-11
OKX,1017205631,2022-11-11
Kraken,876761572.1,2022-11-11
Bitget,708691442.1,2022-11-11
Bitfinex,499489354,2022-11-11
Huobi,458122155.4,2022-11-11
Binance US,352450783.5,2022-11-11
Bitstamp,173658953.7,2022-11-11
Gemini,107456969.9,2022-11-11
Binance,21393604098,2022-11-10
Coinbase_Exchange,5811865793,2022-11-10
KuCoin,2606730908,2022-11-10
Bybit,2462405654,2022-11-10
Gate.io,1936471345,2022-11-10
OKX,1883091560,2022-11-10
Kraken,1577853382,2022-11-10
Bitget,1012030982,2022-11-10
Bitfinex,898899822.2,2022-11-10
Huobi,848093866.8,2022-11-10
Binance US,652470816.2,2022-11-10
Bitstamp,321484354.8,2022-11-10
Gemini,229979659.6,2022-11-10
Binance,27234110555,2022-11-09
Coinbase_Exchange,5855570747,2022-11-09
Bybit,3476512392,2022-11-09
KuCoin,2961239660,2022-11-09
Gate.io,2435950002,2022-11-09
OKX,2330360384,2022-11-09
Kraken,2008611088,2022-11-09
Bitget,1173801967,2022-11-09
Bitfinex,1144301615,2022-11-09
Huobi,1049531706,2022-11-09
Binance US,807444620.6,2022-11-09
Bitstamp,397842764.8,2022-11-09
Gemini,288131003,2022-11-09
Binance,10534737349,2022-11-08
Coinbase_Exchange,3072103913,2022-11-08
Bybit,1700630872,2022-11-08
FTX,1406686926,2022-11-08
KuCoin,1247838418,2022-11-08
MEXC_Global,1030784155,2022-11-08
Gate.io,1001103274,2022-11-08
OKX,903571615.4,2022-11-08
Kraken,776973876.3,2022-11-08
Bitget,576205899.3,2022-11-08
Huobi,405981417.2,2022-11-08
Binance US,312336850.3,2022-11-08
Bitfinex,294711262.6,2022-11-08
Gemini,98179211.59,2022-11-08
Binance,6248017385,2022-11-07
Coinbase_Exchange,1852900662,2022-11-07
Bybit,1057930149,2022-11-07
FTX,832313591.6,2022-11-07
KuCoin,740077045.7,2022-11-07
MEXC_Global,611344761.5,2022-11-07
Gate.io,593741517.5,2022-11-07
OKX,534628553,2022-11-07
Kraken,460813158.2,2022-11-07
Bitget,394232904.5,2022-11-07
Huobi,240782247.4,2022-11-07
Binance US,185242911.1,2022-11-07
Bitfinex,156629633.8,2022-11-07
Gemini,42463807.43,2022-11-07
Binance,3504950754,2022-11-06
Coinbase_Exchange,1227430797,2022-11-06
Bybit,676102887.2,2022-11-06
FTX,466902978.2,2022-11-06
KuCoin,415160994.2,2022-11-06
MEXC_Global,342946093.3,2022-11-06
Gate.io,333071226.4,2022-11-06
OKX,299910545.2,2022-11-06
Bitget,281179977.1,2022-11-06
Kraken,220906089.4,2022-11-06
Huobi,135071736.8,2022-11-06
Bitfinex,107170163.2,2022-11-06
Binance US,103915839.5,2022-11-06
Bitstamp,51201189.17,2022-11-06
Gemini,29876207.28,2022-11-06
Binance,9039037852,2022-11-05
Coinbase_Exchange,3012611745,2022-11-05
Bybit,1455751413,2022-11-05
FTX,1209552497,2022-11-05
KuCoin,1075510460,2022-11-05
Gate.io,858968860,2022-11-05
OKX,773449734.3,2022-11-05
Kraken,626899817.2,2022-11-05
Bitget,522475378.1,2022-11-05
Bitfinex,379795310.5,2022-11-05
Huobi,348340905.6,2022-11-05
Binance US,267992042.3,2022-11-05
Bitstamp,132641264.2,2022-11-05
Gemini,75665454.91,2022-11-05
Binance,6893281976,2022-11-04
Coinbase_Exchange,2400480553,2022-11-04
Bybit,1012107347,2022-11-04
FTX,918270677.4,2022-11-04
KuCoin,816508515.9,2022-11-04
MEXC_Global,674481578.3,2022-11-04
Gate.io,655060184.1,2022-11-04
OKX,589842335.3,2022-11-04
Kraken,508403755.9,2022-11-04
Bitget,503852401,2022-11-04
Huobi,265649074.5,2022-11-04
Binance US,204374075.2,2022-11-04
Bitfinex,167547893.5,2022-11-04
Bitstamp,100698728,2022-11-04
Gemini,80058872.19,2022-11-04
Binance,7951192656,2022-11-03
Coinbase_Exchange,3191708798,2022-11-03
Bybit,1205746376,2022-11-03
FTX,1059197597,2022-11-03
KuCoin,941817788.9,2022-11-03
Gate.io,755592233.7,2022-11-03
OKX,680365384.4,2022-11-03
Kraken,586428351.1,2022-11-03
Bitget,511544021,2022-11-03
Huobi,306418238.7,2022-11-03
Binance US,235739160,2022-11-03
Bitfinex,233609514.5,2022-11-03
Bitstamp,116152966.4,2022-11-03
Gemini,78566862.97,2022-11-03
Binance,5364345709,2022-11-02
Coinbase_Exchange,1891565680,2022-11-02
Bybit,929305273.1,2022-11-02
FTX,712736406.7,2022-11-02
KuCoin,633751444.7,2022-11-02
MEXC_Global,523513958.2,2022-11-02
Gate.io,508439794.4,2022-11-02
OKX,457819347.5,2022-11-02
Kraken,394608975.7,2022-11-02
Bitget,394341495.6,2022-11-02
Huobi,206189579.4,2022-11-02
Binance US,158629545,2022-11-02
Bitfinex,132642970.4,2022-11-02
Gemini,45497520.42,2022-11-02
Binance,6779005243,2022-11-01
Coinbase_Exchange,2192134016,2022-11-01
Bybit,1269147958,2022-11-01
FTX,903047656.9,2022-11-01
KuCoin,802972353.1,2022-11-01
MEXC_Global,663299909,2022-11-01
Gate.io,644200697.4,2022-11-01
OKX,580063908,2022-11-01
Kraken,499975328.7,2022-11-01
Bitget,436238084.5,2022-11-01
Huobi,261245259.5,2022-11-01
Binance US,200985889.7,2022-11-01
Bitfinex,185819207.4,2022-11-01
Gemini,51642721.85,2022-11-01
Binance,5021713862,2022-10-31
Coinbase_Exchange,1650180561,2022-10-31
Bybit,1049020651,2022-10-31
FTX,668954686.3,2022-10-31
KuCoin,594821478.8,2022-10-31
Gate.io,477207315.6,2022-10-31
OKX,429696636,2022-10-31
Kraken,370368981.9,2022-10-31
Bitget,340422081.9,2022-10-31
Huobi,193523697.4,2022-10-31
Binance US,148885177.5,2022-10-31
Bitfinex,108763188.2,2022-10-31
Gemini,48705531.22,2022-10-31
Binance,5467651201,2022-10-30
Coinbase_Exchange,2203082929,2022-10-30
Bybit,1281541243,2022-10-30
FTX,728358970.2,2022-10-30
KuCoin,647642634.6,2022-10-30
Gate.io,519584314.9,2022-10-30
OKX,467854339.2,2022-10-30
Bitget,438635047.2,2022-10-30
Kraken,403258391.9,2022-10-30
Huobi,210708985.9,2022-10-30
Binance US,162106392,2022-10-30
Bitfinex,159952392.5,2022-10-30
Bitstamp,79872889.63,2022-10-30
Gemini,55728573.13,2022-10-30
Binance,6498291707,2022-10-29
Coinbase_Exchange,1934452287,2022-10-29
Bybit,1317774251,2022-10-29
FTX,859636988.5,2022-10-29
KuCoin,764372441.3,2022-10-29
MEXC_Global,631414147.4,2022-10-29
Gate.io,613233031.7,2022-10-29
OKX,552179455.8,2022-10-29
Kraken,479271743.4,2022-10-29
Bitget,423986682.5,2022-10-29
Huobi,248686791.3,2022-10-29
Binance US,191324143.5,2022-10-29
Bitfinex,160815099.4,2022-10-29
Gemini,60968488.44,2022-10-29
Binance,6929399146,2022-10-28
Coinbase_Exchange,2548626072,2022-10-28
Bybit,1525387417,2022-10-28
FTX,923082055.1,2022-10-28
KuCoin,820786581.5,2022-10-28
MEXC_Global,678015453.5,2022-10-28
Gate.io,658492365.2,2022-10-28
OKX,592932795,2022-10-28
Kraken,511067419.3,2022-10-28
Bitget,358726917,2022-10-28
Huobi,267041116.1,2022-10-28
Binance US,205444722,2022-10-28
Bitfinex,169214549.9,2022-10-28
Gemini,62685491.21,2022-10-28
Binance,8177688131,2022-10-27
Coinbase_Exchange,2802103253,2022-10-27
Bybit,1752186234,2022-10-27
FTX,1089369604,2022-10-27
KuCoin,968646249.2,2022-10-27
Gate.io,777115925.7,2022-10-27
OKX,699746072.1,2022-10-27
Kraken,603133247.3,2022-10-27
Bitget,392647066,2022-10-27
Bitfinex,343603743,2022-10-27
Huobi,315146818.5,2022-10-27
Binance US,242454485.8,2022-10-27
Bitstamp,119461783.6,2022-10-27
Gemini,68304187.41,2022-10-27
Binance,11907006396,2022-10-26
Coinbase_Exchange,3509079462,2022-10-26
Bybit,2210739766,2022-10-26
FTX,1586161148,2022-10-26
KuCoin,1405359776,2022-10-26
Gate.io,1127477952,2022-10-26
OKX,1018855164,2022-10-26
Kraken,875055381.1,2022-10-26
Bitfinex,500299375.9,2022-10-26
Huobi,457230670.1,2022-10-26
Bitget,437707664,2022-10-26
Binance US,351764812.8,2022-10-26
Bitstamp,173940604.2,2022-10-26
Gemini,111994824.3,2022-10-26
